"shapeid","x","y"
"10","103.7413235","1.331135"
"10","103.7413664","1.3310867"
"10","103.7414254","1.3310438"
"10","103.7414898","1.3310116"
"10","103.7415542","1.3310063"
"10","103.7416722","1.3309258"
"10","103.7417462","1.330932"
"11","103.7461135","1.3256561"
"11","103.7464568","1.3256882"
"11","103.7465319","1.3251627"
"11","103.7466714","1.3250769"
"11","103.7471971","1.3251412"
"11","103.7472507","1.3248194"
"11","103.7465426","1.3247229"
"11","103.7462208","1.3250125"
"11","103.7461791","1.3252628"
"11","103.7461135","1.3256561"
"12","103.7602728","1.3211119"
"12","103.7608307","1.3204576"
"12","103.7612813","1.320286"
"12","103.7617008","1.320658"
"12","103.7601226","1.3231284"
"12","103.7581163","1.3224205"
"12","103.758445","1.322221"
"12","103.7602728","1.3211119"
"13","103.7612813","1.320286"
"13","103.7608307","1.3204576"
"13","103.7602728","1.3211119"
"13","103.758445","1.322221"
"13","103.7557667","1.3213372"
"13","103.7550264","1.3212085"
"13","103.7548655","1.3210583"
"13","103.7584016","1.3169066"
"13","103.7603767","1.3189491"
"13","103.7611848","1.3200501"
"13","103.7612813","1.320286"
"14","103.7283727","1.3474086"
"14","103.7283941","1.3458962"
"14","103.7295099","1.3458855"
"14","103.7295421","1.3460679"
"14","103.7302641","1.3460835"
"14","103.730244","1.3472987"
"14","103.7295659","1.3472756"
"14","103.7295375","1.3473496"
"14","103.7287804","1.3473228"
"14","103.7287589","1.3474086"
"14","103.7283727","1.3474086"
"15","103.7450572","1.3286627"
"15","103.7456151","1.3293813"
"15","103.7465045","1.3287869"
"15","103.7465307","1.3286007"
"15","103.7464982","1.3284853"
"15","103.746362","1.3285682"
"15","103.7460121","1.3280728"
"15","103.74554","1.3280835"
"15","103.7457224","1.3283087"
"15","103.7457761","1.3284267"
"15","103.7457975","1.3285018"
"15","103.7457975","1.3285983"
"15","103.7457868","1.3286841"
"15","103.7457439","1.3287592"
"15","103.7456688","1.3288343"
"15","103.745304","1.3284267"
"15","103.7450572","1.3286627"
"16","103.7458622","1.3271588"
"16","103.745873","1.3268692"
"16","103.7458837","1.3267619"
"16","103.7459159","1.3266761"
"16","103.7459695","1.3266118"
"16","103.7460339","1.3265582"
"16","103.7460983","1.3265582"
"16","103.7461627","1.3265474"
"16","103.7462485","1.3265582"
"16","103.7464738","1.3265796"
"16","103.7466562","1.3266011"
"16","103.7467098","1.3266761"
"16","103.7467313","1.3267512"
"16","103.746742","1.3268478"
"16","103.7467206","1.3272232"
"16","103.7458622","1.3271588"
"17","103.7292301","1.3472458"
"17","103.7290692","1.347219"
"17","103.7289726","1.3471547"
"17","103.7288922","1.3470903"
"17","103.7288331","1.3470152"
"17","103.7287956","1.3469294"
"17","103.7287741","1.3468543"
"17","103.7287741","1.34679"
"17","103.7288439","1.3467095"
"17","103.7291765","1.3466935"
"17","103.7292998","1.3468329"
"17","103.7293106","1.3471761"
"17","103.7292301","1.3472458"
"18","103.7346857","1.3456852"
"18","103.7348306","1.3456209"
"18","103.735029","1.3459534"
"18","103.7351417","1.3460499"
"18","103.7356567","1.3457442"
"18","103.7358552","1.3458568"
"18","103.7357747","1.3459641"
"18","103.7356674","1.3458944"
"18","103.73519","1.3462108"
"18","103.735029","1.3461732"
"18","103.7349218","1.3460928"
"18","103.7348413","1.3459963"
"18","103.7346857","1.3456852"
"19","103.7286722","1.3460499"
"19","103.7287419","1.3460767"
"19","103.7287956","1.3460821"
"19","103.7288492","1.3460714"
"19","103.7288868","1.3460606"
"19","103.7289351","1.3460338"
"19","103.728978","1.3460231"
"19","103.7290906","1.3461625"
"19","103.7290102","1.3462269"
"19","103.7289458","1.3462859"
"19","103.7288975","1.3463395"
"19","103.7288814","1.3464092"
"19","103.7288331","1.3464682"
"19","103.728758","1.3464575"
"19","103.728699","1.3464092"
"19","103.7286454","1.3463556"
"19","103.7286025","1.3462966"
"19","103.7285868","1.3462357"
"19","103.7285842","1.3461805"
"19","103.7286025","1.3460839"
"19","103.7286239","1.3460606"
"19","103.7286722","1.3460499"
"20","103.7349218","1.3455619"
"20","103.7356835","1.3451543"
"20","103.7361288","1.3454117"
"20","103.736059","1.3455243"
"20","103.735705","1.3453098"
"20","103.7350022","1.3456959"
"20","103.7349218","1.3455619"
"21","103.7305896","1.3471094"
"21","103.7306069","1.3469948"
"21","103.7311702","1.3471021"
"21","103.7311755","1.3469627"
"21","103.7311326","1.3468447"
"21","103.7310575","1.3467267"
"21","103.7309502","1.3466087"
"21","103.7308215","1.346539"
"21","103.7306766","1.3465068"
"21","103.7306015","1.3464907"
"21","103.7306176","1.3463674"
"21","103.7307464","1.3463835"
"21","103.7308858","1.3464317"
"21","103.7310199","1.3465015"
"21","103.7311272","1.346598"
"21","103.7312345","1.3467374"
"21","103.7312828","1.3468661"
"21","103.7313043","1.3469895"
"21","103.7313043","1.3471396"
"21","103.7311911","1.347229"
"21","103.7305896","1.3471094"
"22","103.7414543","1.3289804"
"22","103.7413578","1.3290126"
"22","103.7412183","1.3290126"
"22","103.7411754","1.3288946"
"22","103.7411861","1.3287981"
"22","103.7420659","1.3282296"
"22","103.7421839","1.3281759"
"22","103.742259","1.3282189"
"22","103.7423019","1.3282832"
"22","103.7423019","1.3283797"
"22","103.742151","1.3284916"
"22","103.7422743","1.3284916"
"22","103.7423441","1.3285292"
"22","103.7423763","1.3285828"
"22","103.7423602","1.3286847"
"22","103.7420008","1.3289368"
"22","103.7420329","1.3290118"
"22","103.741754","1.3292156"
"22","103.7417003","1.3291674"
"22","103.7416038","1.3292424"
"22","103.7414965","1.3292371"
"22","103.7414375","1.3291513"
"22","103.7414536","1.329044"
"22","103.7414911","1.3290065"
"22","103.7414543","1.3289804"
"23","103.7222488","1.3433382"
"23","103.7221792","1.3432243"
"23","103.7220825","1.3430695"
"23","103.7220618","1.3428681"
"23","103.7221533","1.3427152"
"23","103.7219991","1.3426353"
"23","103.7218663","1.3426654"
"23","103.7215407","1.3426782"
"23","103.7215244","1.3424591"
"23","103.7219278","1.3424447"
"23","103.7220104","1.3424199"
"23","103.7221668","1.3423059"
"23","103.72219","1.342184"
"23","103.7223402","1.3420663"
"23","103.7222694","1.3419829"
"23","103.7224333","1.3417223"
"23","103.7226216","1.3415204"
"23","103.7228128","1.3414332"
"23","103.7229939","1.3414021"
"23","103.7230255","1.3412898"
"23","103.7231959","1.3412973"
"23","103.7232774","1.3411292"
"23","103.7234461","1.3410959"
"23","103.7236014","1.3411755"
"23","103.7236902","1.3412753"
"23","103.7238651","1.3412614"
"23","103.7240083","1.3413043"
"23","103.7240855","1.3413509"
"23","103.7241853","1.3412997"
"23","103.724217","1.3413917"
"23","103.7243986","1.3414126"
"23","103.7246078","1.3415164"
"23","103.7248572","1.3414383"
"23","103.7250071","1.3414279"
"23","103.7250881","1.3414651"
"23","103.7251984","1.3413308"
"23","103.7254087","1.3412458"
"23","103.7255138","1.3410554"
"23","103.7257096","1.3407897"
"23","103.7257627","1.3408007"
"23","103.7258587","1.3406988"
"23","103.7258394","1.3405371"
"23","103.7259003","1.3404255"
"23","103.7259961","1.3404127"
"23","103.7259942","1.3402531"
"23","103.7261887","1.3401646"
"23","103.726293","1.3401904"
"23","103.7263327","1.3400705"
"23","103.7264714","1.340019"
"23","103.726845","1.3398217"
"23","103.7269609","1.3397326"
"23","103.7271843","1.3396846"
"23","103.7307348","1.3411992"
"23","103.7305983","1.3418751"
"23","103.7303905","1.3426972"
"23","103.7301905","1.3430092"
"23","103.7295413","1.3431573"
"23","103.7288166","1.3433362"
"23","103.7287245","1.3432851"
"23","103.7285643","1.3433165"
"23","103.7285338","1.3434166"
"23","103.7284817","1.3434644"
"23","103.7284928","1.343542"
"23","103.7284271","1.3436198"
"23","103.7282985","1.3436786"
"23","103.7282974","1.344198"
"23","103.7279933","1.344196"
"23","103.7279952","1.3434108"
"23","103.7277396","1.3431207"
"23","103.7274063","1.342981"
"23","103.7270198","1.3429821"
"23","103.7267333","1.3430639"
"23","103.7264607","1.3431608"
"23","103.7259783","1.3435768"
"23","103.7248518","1.3440678"
"23","103.7238431","1.3441364"
"23","103.7228321","1.3438584"
"23","103.7225993","1.3441938"
"23","103.7224719","1.3440946"
"23","103.7227659","1.3437763"
"23","103.7224918","1.3435886"
"23","103.7222488","1.3433382"
"24","103.7488213","1.3302131"
"24","103.7491485","1.3299449"
"24","103.7492236","1.3300522"
"24","103.7491753","1.3301166"
"24","103.7492129","1.3301595"
"24","103.7491539","1.3302238"
"24","103.7491914","1.3302775"
"24","103.7491431","1.3303204"
"24","103.749186","1.3303901"
"24","103.7491431","1.3304223"
"24","103.7491699","1.3304705"
"24","103.7490627","1.3305671"
"24","103.7488856","1.3304008"
"24","103.748832","1.3303686"
"24","103.7488052","1.3303204"
"24","103.7488105","1.3302667"
"24","103.7488213","1.3302131"
"25","103.7481561","1.3339994"
"25","103.7481936","1.3335757"
"25","103.7481614","1.3335006"
"25","103.7481292","1.3334094"
"25","103.7481614","1.3333183"
"25","103.7481883","1.3332754"
"25","103.7482365","1.3332432"
"25","103.7482902","1.333211"
"25","103.7483438","1.3332164"
"25","103.7483867","1.3332164"
"25","103.7484833","1.333211"
"25","103.7484833","1.3333772"
"25","103.7487032","1.333388"
"25","103.748655","1.3340315"
"25","103.7481561","1.3339994"
"26","103.7480649","1.3352221"
"26","103.7480863","1.3349754"
"26","103.7480541","1.3348735"
"26","103.7480488","1.3347716"
"26","103.7481024","1.3346805"
"26","103.7481292","1.3344981"
"26","103.7485477","1.3345142"
"26","103.7485477","1.3346054"
"26","103.7487998","1.3346054"
"26","103.7487247","1.335265"
"26","103.7484672","1.3352489"
"26","103.7480649","1.3352221"
"27","103.7365432","1.3336502"
"27","103.7365485","1.3334411"
"27","103.7363501","1.3333124"
"27","103.7361087","1.3334518"
"27","103.7361087","1.3340149"
"27","103.7360175","1.3340578"
"27","103.7360121","1.3336717"
"27","103.736055","1.3337039"
"27","103.736055","1.3332641"
"27","103.7360121","1.3332266"
"27","103.735878","1.3332695"
"27","103.7358726","1.3333284"
"27","103.7355132","1.3334893"
"27","103.7353845","1.3334035"
"27","103.7353737","1.3331783"
"27","103.7352557","1.333189"
"27","103.7352557","1.3333874"
"27","103.7350948","1.3334035"
"27","103.7350948","1.3331515"
"27","103.735245","1.3331407"
"27","103.7352557","1.3330496"
"27","103.7351913","1.3330388"
"27","103.7352021","1.3325401"
"27","103.7353094","1.3324918"
"27","103.7353255","1.3322183"
"27","103.7354918","1.3321218"
"27","103.7357653","1.3322612"
"27","103.7357439","1.332154"
"27","103.7358351","1.3321003"
"27","103.7358351","1.3320092"
"27","103.7357814","1.3319394"
"27","103.7357814","1.3318804"
"27","103.7361408","1.3316713"
"27","103.7362964","1.3317678"
"27","103.7363018","1.3319502"
"27","103.736452","1.3320199"
"27","103.7364681","1.3322129"
"27","103.7365056","1.3322773"
"27","103.7365271","1.3329155"
"27","103.736216","1.333071"
"27","103.736216","1.3331622"
"27","103.7365915","1.3333553"
"27","103.7367792","1.3332641"
"27","103.7367834","1.3334107"
"27","103.7367846","1.3334518"
"27","103.7367202","1.333543"
"27","103.7365432","1.3336502"
"28","103.7485375","1.3323827"
"28","103.7479699","1.3321846"
"28","103.7476455","1.3320763"
"28","103.7477127","1.3320479"
"28","103.7477584","1.3320041"
"28","103.7477862","1.3319504"
"28","103.7477955","1.3318906"
"28","103.7477825","1.3318231"
"28","103.7477486","1.3317675"
"28","103.7486358","1.3320567"
"28","103.7485375","1.3323827"
"29","103.7467077","1.325971"
"29","103.7467881","1.3253811"
"29","103.7472817","1.3254347"
"29","103.7472495","1.3258155"
"29","103.7471797","1.3258476"
"29","103.7471261","1.3258852"
"29","103.7470725","1.3259388"
"29","103.7470143","1.3260024"
"29","103.7467077","1.325971"
"30","103.748074","1.3312583"
"30","103.7480633","1.3312047"
"30","103.7480257","1.3311296"
"30","103.7480364","1.3310599"
"30","103.748074","1.3310009"
"30","103.748074","1.3309527"
"30","103.74831","1.3309527"
"30","103.7483464","1.3309182"
"30","103.7482726","1.3308544"
"30","103.7483681","1.330765"
"30","103.7484434","1.330828"
"30","103.7485085","1.3307649"
"30","103.7485139","1.3305933"
"30","103.7485514","1.3305665"
"30","103.7485836","1.3305558"
"30","103.7486319","1.3305558"
"30","103.7486909","1.3305558"
"30","103.7487285","1.3305772"
"30","103.748766","1.330588"
"30","103.748766","1.3308668"
"30","103.7488304","1.3308722"
"30","103.7488787","1.33084"
"30","103.7489484","1.3308347"
"30","103.7489913","1.3308508"
