"shapeid","x","y"
"142","103.7381349","1.3394168"
"143","103.7374403","1.3416609"
"143","103.7373367","1.3414734"
"143","103.7375324","1.3413653"
"143","103.7376361","1.3415528"
"143","103.7374403","1.3416609"
"144","103.735657","1.3408576"
"144","103.7357376","1.3407501"
"144","103.7358947","1.3407453"
"144","103.7358972","1.3408682"
"144","103.7358007","1.3408722"
"144","103.7357352","1.3408301"
"144","103.7357187","1.3408588"
"144","103.7357218","1.3409287"
"144","103.7357986","1.3409291"
"144","103.7358071","1.3411193"
"144","103.7356642","1.3411228"
"144","103.735657","1.3408576"
"145","103.7377776","1.3409852"
"145","103.7377081","1.3408681"
"145","103.7382507","1.3405462"
"145","103.7383202","1.3406633"
"145","103.7377776","1.3409852"
"146","103.7361982","1.3420349"
"146","103.7363179","1.3420346"
"146","103.7363076","1.3424932"
"146","103.7365748","1.3425604"
"146","103.7368223","1.3424343"
"146","103.7368844","1.3425436"
"146","103.7365784","1.3426973"
"146","103.7361833","1.3425976"
"146","103.7361982","1.3420349"
"147","103.7377246","1.3400626"
"147","103.7377072","1.3399244"
"147","103.738336","1.3398452"
"147","103.7383534","1.3399834"
"147","103.7377246","1.3400626"
"148","103.7374383","1.3396509"
"148","103.7375489","1.3395668"
"148","103.7375794","1.3396069"
"148","103.7380991","1.3392113"
"148","103.7381707","1.3393053"
"148","103.7376687","1.3396874"
"148","103.7377182","1.3397524"
"148","103.7375899","1.33985"
"148","103.7374383","1.3396509"
"149","103.7363305","1.341481"
"149","103.7363264","1.3413421"
"149","103.7369121","1.3413228"
"149","103.7371048","1.3412156"
"149","103.7371834","1.3413362"
"149","103.7369722","1.3414632"
"149","103.7363305","1.341481"
"150","103.7364963","1.3417737"
"150","103.7364956","1.3416515"
"150","103.7370818","1.3416483"
"150","103.7370825","1.3417705"
"150","103.7364963","1.3417737"
"151","103.7402815","1.3392411"
"151","103.7402773","1.3390079"
"151","103.740492","1.3390041"
"151","103.7404962","1.3392373"
"151","103.7402815","1.3392411"
"152","103.7395191","1.3383115"
"152","103.7396498","1.3383119"
"152","103.7396532","1.3385207"
"152","103.739925","1.3385235"
"152","103.7399268","1.3385689"
"152","103.7403291","1.3385689"
"152","103.7403345","1.3383544"
"152","103.7404471","1.3381882"
"152","103.7405557","1.3382744"
"152","103.7404745","1.3383845"
"152","103.7404686","1.338585"
"152","103.7403237","1.3387191"
"152","103.7399257","1.3387119"
"152","103.7399202","1.3386609"
"152","103.7396424","1.3386548"
"152","103.7395191","1.3385529"
"152","103.7395191","1.3383115"
"153","103.7395443","1.338138"
"153","103.7394748","1.3380469"
"153","103.7396406","1.3379261"
"153","103.7398007","1.3378342"
"153","103.7398812","1.3377967"
"153","103.739967","1.3377645"
"153","103.7400629","1.3377488"
"153","103.7401667","1.3377542"
"153","103.7402728","1.3377752"
"153","103.7403908","1.3378342"
"153","103.7405034","1.3379039"
"153","103.7407073","1.338097"
"153","103.7406341","1.3381752"
"153","103.7404765","1.3380221"
"153","103.7403747","1.3379576"
"153","103.7402781","1.3379039"
"153","103.7401617","1.3378723"
"153","103.7400421","1.3378664"
"153","103.7399284","1.3378933"
"153","103.7397833","1.3379742"
"153","103.7395443","1.338138"
"154","103.739682","1.3391648"
"154","103.7396779","1.3389396"
"154","103.7398896","1.3389357"
"154","103.7398938","1.3391609"
"154","103.739682","1.3391648"
"155","103.7386313","1.3396415"
"155","103.7385508","1.3395504"
"155","103.7390068","1.3391803"
"155","103.7392374","1.3391696"
"155","103.7392349","1.3390096"
"155","103.7391784","1.3390087"
"155","103.7391784","1.3387567"
"155","103.73931","1.33876"
"155","103.7393085","1.338985"
"155","103.7393616","1.338983"
"155","103.7393646","1.3392079"
"155","103.7392545","1.3392963"
"155","103.7390466","1.339301"
"155","103.7386313","1.3396415"
"156","103.7405329","1.3394377"
"156","103.740549","1.3385582"
"156","103.741123","1.3385636"
"156","103.7411069","1.338939"
"156","103.741241","1.3389658"
"156","103.7411713","1.3394914"
"156","103.7405329","1.3394377"
"157","103.7420296","1.3412933"
"157","103.742035","1.3409823"
"157","103.7420779","1.3407892"
"157","103.7421798","1.3406444"
"157","103.7424159","1.3404299"
"157","103.7426664","1.3402805"
"157","103.7430757","1.3408589"
"157","103.7424963","1.3411807"
"157","103.7421691","1.341288"
"157","103.7420296","1.3412933"
"158","103.7373728","1.3399477"
"158","103.7372632","1.3400323"
"158","103.7372281","1.3399868"
"158","103.7369961","1.3401661"
"158","103.7367872","1.3398959"
"158","103.7369596","1.3397627"
"158","103.737031","1.3398551"
"158","103.7371873","1.3397344"
"158","103.7371134","1.3396387"
"158","103.7371946","1.3395759"
"158","103.7374411","1.3398948"
"158","103.7373728","1.3399477"
"159","103.7367602","1.340695"
"159","103.7368879","1.3406215"
"159","103.737069","1.3409359"
"159","103.7369413","1.3410094"
"159","103.7367602","1.340695"
"160","103.7370969","1.3416479"
"160","103.7372134","1.341579"
"160","103.7373858","1.34187"
"160","103.7372693","1.341939"
"160","103.7370969","1.3416479"
"161","103.7411366","1.3411348"
"161","103.741136","1.3410218"
"161","103.7419992","1.341017"
"161","103.7419998","1.34113"
"161","103.7411366","1.3411348"
"162","103.7412372","1.3399556"
"162","103.7412464","1.3398451"
"162","103.7416219","1.3398773"
"162","103.7419921","1.3395984"
"162","103.7420663","1.3396845"
"162","103.7416582","1.3399902"
"162","103.7412372","1.3399556"
"163","103.7408618","1.3410759"
"163","103.7408577","1.3408589"
"163","103.7410723","1.3408549"
"163","103.7410763","1.3410719"
"163","103.7408618","1.3410759"
"164","103.7405807","1.3401616"
"164","103.7405826","1.3399028"
"164","103.7406899","1.3397741"
"164","103.7410883","1.3397941"
"164","103.7410823","1.3399229"
"164","103.7407205","1.3399092"
"164","103.7407154","1.3401648"
"164","103.7405807","1.3401616"
"165","103.7417467","1.3408755"
"165","103.7418848","1.3408963"
"165","103.7419106","1.340733"
"165","103.7419867","1.3406067"
"165","103.742094","1.3404726"
"165","103.7424502","1.3402081"
"165","103.7423622","1.3401026"
"165","103.7419867","1.3403975"
"165","103.7418902","1.3404994"
"165","103.741799","1.3406389"
"165","103.7417561","1.3407837"
"165","103.7417467","1.3408755"
"166","103.7419861","1.3398397"
"166","103.7420983","1.3397561"
"166","103.7423123","1.3400432"
"166","103.7422","1.3401269"
"166","103.7419861","1.3398397"
"167","103.7406286","1.3404453"
"167","103.7406284","1.340322"
"167","103.7413572","1.3403208"
"167","103.7413574","1.3404441"
"167","103.7406286","1.3404453"
"168","103.7404948","1.3408402"
"168","103.7404962","1.3406099"
"168","103.7407241","1.3406113"
"168","103.7407228","1.3408416"
"168","103.7404948","1.3408402"
"169","103.741198","1.3408797"
"169","103.7412013","1.3405206"
"169","103.7413307","1.3405218"
"169","103.7413273","1.3408809"
"169","103.741198","1.3408797"
"170","103.7433688","1.3424862"
"170","103.7438658","1.3421378"
"170","103.7439704","1.3422869"
"170","103.7434734","1.3426353"
"170","103.7433688","1.3424862"
"171","103.7416718","1.3422571"
"171","103.7418113","1.3421874"
"171","103.7420095","1.3425416"
"171","103.742221","1.3425204"
"171","103.7423824","1.3423888"
"171","103.7423317","1.3422678"
"171","103.7423048","1.3421552"
"171","103.7422941","1.3420051"
"171","103.7423048","1.3419139"
"171","103.7423133","1.3418502"
"171","103.7424872","1.3418817"
"171","103.7424711","1.3419943"
"171","103.7424711","1.342123"
"171","103.7425194","1.3422625"
"171","103.7425838","1.3424126"
"171","103.742278","1.3426969"
"171","103.7419293","1.342713"
"171","103.7416718","1.3422571"
"172","103.7429899","1.3422316"
"172","103.7431884","1.34206"
"172","103.7437141","1.3420815"
"172","103.7437141","1.3419421"
"172","103.7431562","1.341926"
"172","103.7430017","1.3420557"
"172","103.7427328","1.3417663"
"172","103.7426358","1.3418562"
"172","103.7429899","1.3422316"
"173","103.7424389","1.3415975"
"173","103.7425516","1.3416887"
"173","103.7426267","1.3416136"
"173","103.7427394","1.3415546"
"173","103.7428627","1.3415331"
"173","103.7429968","1.3415278"
"173","103.7431198","1.3415601"
"173","103.7432382","1.3416511"
"173","103.7433348","1.3417476"
"173","103.7434172","1.3418525"
"173","103.7435279","1.3418603"
"173","103.7435387","1.3417745"
"173","103.7434904","1.341694"
"173","103.7434045","1.3416028"
"173","103.7432904","1.3414961"
"173","103.743146","1.3414158"
"173","103.7429915","1.3413776"
"173","103.7428351","1.3413831"
"173","103.7426911","1.3414151"
"173","103.7425784","1.3414688"
"173","103.7424872","1.3415385"
"173","103.7424389","1.3415975"
"174","103.7415942","1.3417086"
"174","103.7416018","1.3415546"
"174","103.7421866","1.341576"
"174","103.7423077","1.3417522"
"174","103.7421866","1.3418388"
"174","103.7421007","1.3417262"
"174","103.7415942","1.3417086"
"175","103.73885","1.3425026"
"175","103.7389841","1.3425026"
"175","103.7390002","1.3423631"
"175","103.7390216","1.3422559"
"175","103.7390699","1.3421111"
"175","103.7391579","1.3419986"
"175","103.7392648","1.3419215"
"175","103.7394025","1.3418644"
"175","103.739545","1.3418444"
"175","103.739542","1.3417142"
"175","103.7393757","1.341741"
"175","103.739263","1.3417839"
"175","103.7391289","1.3418536"
"175","103.7390134","1.341953"
"175","103.7389358","1.3420789"
"175","103.7388875","1.3422076"
"175","103.7388635","1.3423086"
"175","103.7388553","1.3424114"
"175","103.73885","1.3425026"
"176","103.7396749","1.3418621"
"176","103.7396723","1.3417416"
"176","103.7405171","1.3417228"
"176","103.7405197","1.3418434"
"176","103.7396749","1.3418621"
"177","103.7397082","1.342182"
"177","103.7397472","1.3420434"
"177","103.7398596","1.3420728"
"177","103.7399442","1.342107"
"177","103.7400408","1.3421445"
"177","103.7401195","1.3421964"
"177","103.7402165","1.3422788"
"177","103.7403445","1.3421401"
"177","103.7403428","1.3420271"
"177","103.740486","1.3420265"
"177","103.7404824","1.3421796"
"177","103.7402114","1.3424667"
"177","103.7401105","1.3423805"
"177","103.7400408","1.3423268"
"177","103.7399568","1.3422653"
"177","103.7398745","1.3422303"
"177","103.739794","1.3422035"
"177","103.7397082","1.342182"
"178","103.739163","1.3428045"
"178","103.7392835","1.3427427"
"178","103.7394292","1.343024"
"178","103.7395473","1.3430937"
"178","103.7401744","1.3430967"
"178","103.7401749","1.3432225"
"178","103.7394775","1.3432171"
"178","103.739338","1.3431313"
"178","103.739163","1.3428045"
"179","103.7388857","1.3426074"
"179","103.7389669","1.3425625"
"179","103.7390573","1.342599"
"179","103.7395286","1.3423645"
"179","103.7395226","1.3420402"
"179","103.739652","1.3420374"
"179","103.739648","1.3423992"
"179","103.7395718","1.3424921"
"179","103.739067","1.3427256"
"179","103.7389592","1.3427021"
"179","103.7389487","1.3426755"
"179","103.7389066","1.3426662"
"179","103.7388857","1.3426074"
"180","103.7396116","1.3425521"
"180","103.739735","1.3424931"
"180","103.739793","1.3425979"
"180","103.7402935","1.3426254"
"180","103.7402893","1.3427646"
"180","103.7398155","1.3427452"
"180","103.739676","1.3426647"
"180","103.7396116","1.3425521"
"181","103.7407901","1.3429737"
"181","103.7407919","1.3428241"
"181","103.7408805","1.3428251"
"181","103.7408788","1.3429748"
"181","103.7407901","1.3429737"
"182","103.740954","1.3427949"
"182","103.740954","1.3426862"
"182","103.7413271","1.3426862"
"182","103.7413271","1.3427949"
"182","103.740954","1.3427949"
"183","103.7404441","1.3430876"
"183","103.7404411","1.3427139"
"183","103.7407569","1.3427114"
"183","103.7408748","1.3427112"
"183","103.740875","1.3428204"
"183","103.7407502","1.3428206"
"183","103.740555","1.3428222"
"183","103.7405564","1.3429858"
"183","103.7408755","1.3429833"
"183","103.7408763","1.3430841"
"183","103.7404441","1.3430876"
"184","103.7404901","1.342355"
"184","103.7406295","1.3421566"
"184","103.7406295","1.341985"
"184","103.7412894","1.3419903"
"184","103.7413162","1.342178"
"184","103.7413269","1.3423121"
"184","103.7409836","1.3423014"
"184","103.7409675","1.3423496"
"184","103.7404901","1.342355"
"185","103.7410319","1.3433418"
"185","103.7403238","1.3433471"
"185","103.7403559","1.342414"
"185","103.7405705","1.3421727"
"185","103.7405813","1.3419742"
"185","103.7413344","1.3419756"
"185","103.7413537","1.3422746"
"185","103.7415039","1.3426339"
"185","103.7415039","1.3431487"
"185","103.7413484","1.3432935"
"185","103.7410319","1.3433418"
"186","103.7411168","1.3431817"
"186","103.7411155","1.3428088"
"186","103.741443","1.3428076"
"186","103.7414439","1.3430723"
"186","103.7413956","1.3430725"
"186","103.7413959","1.3431807"
"186","103.7411168","1.3431817"
"187","103.7408902","1.343073"
"187","103.7408908","1.3430027"
"187","103.7410281","1.343004"
"187","103.74103","1.3428056"
"187","103.7411051","1.3428063"
"187","103.7411026","1.3430751"
"187","103.7408902","1.343073"
"188","103.7404305","1.342658"
"188","103.7404318","1.3424254"
"188","103.7407931","1.3424274"
"188","103.7407934","1.3423794"
"188","103.7409437","1.3423802"
"188","103.7409414","1.3428017"
"188","103.7408797","1.3428013"
"188","103.7408804","1.3426717"
"188","103.7407533","1.342671"
"188","103.7407539","1.3425739"
"188","103.7405469","1.3425728"
"188","103.7405465","1.3426586"
"188","103.7404305","1.342658"
"189","103.7375718","1.3431648"
"189","103.7378293","1.3431702"
"189","103.7378239","1.34302"
"189","103.7375947","1.3430179"
"189","103.7375986","1.3428269"
"189","103.737781","1.3427197"
"189","103.7378446","1.3428379"
"189","103.7379204","1.3429397"
"189","103.7380332","1.34302"
"189","103.7381619","1.343079"
"189","103.7382531","1.3431112"
"189","103.738417","1.3431262"
"189","103.7385911","1.3430951"
"189","103.7386765","1.34323"
"189","103.7379736","1.3436182"
"189","103.7380439","1.3437494"
"189","103.7387734","1.3433579"
"189","103.738752","1.3432613"
"189","103.7388164","1.343197"
"189","103.7386769","1.342961"
"189","103.7386179","1.3429878"
"189","103.7385519","1.342957"
"189","103.7384408","1.3429717"
"189","103.7383175","1.3429717"
"189","103.7382119","1.3429508"
"189","103.7380911","1.3428975"
"189","103.7380027","1.3428142"
"189","103.7379205","1.3426982"
"189","103.7378829","1.3426124"
"189","103.7378078","1.34265"
"189","103.7377381","1.3425963"
"189","103.7375021","1.3427143"
"189","103.7374592","1.3427894"
"189","103.7374592","1.3430415"
"189","103.7375504","1.343079"
"189","103.7375718","1.3431648"
"190","103.7373411","1.3436099"
"190","103.7374753","1.343374"
"190","103.7374431","1.3433203"
"190","103.7374806","1.3432292"
"190","103.7376898","1.3432238"
"190","103.7376952","1.3432881"
"190","103.7378454","1.3432238"
"190","103.737845","1.3430839"
"190","103.7379882","1.3431652"
"190","103.7380868","1.3432184"
"190","103.7381549","1.3432267"
"190","103.7382048","1.3433042"
"190","103.737942","1.3434598"
"190","103.7379956","1.3435348"
"190","103.7379366","1.3435831"
"190","103.7379795","1.3436904"
"190","103.7378508","1.343685"
"190","103.7378722","1.3437547"
"190","103.7378293","1.3437869"
"190","103.7377757","1.3437172"
"190","103.7377113","1.3437869"
"190","103.7374431","1.3437815"
"190","103.7373411","1.3436099"
"191","103.7368124","1.3440316"
"191","103.7367297","1.3438574"
"191","103.7366955","1.3438513"
"191","103.7365711","1.3436376"
"191","103.7365886","1.3435921"
"191","103.7365729","1.3435466"
"191","103.7366272","1.3434301"
"191","103.7366473","1.3433478"
"191","103.7366622","1.3432244"
"191","103.7367043","1.3431911"
"191","103.7367139","1.3431456"
"191","103.7368531","1.3430729"
"191","103.7368698","1.3430869"
"191","103.736953","1.3430405"
"191","103.7369688","1.343051"
"191","103.737143","1.3429521"
"191","103.7372271","1.3430309"
"191","103.7373296","1.3430659"
"191","103.7373331","1.3433058"
"191","103.7372262","1.3433005"
"191","103.7372254","1.3432725"
"191","103.7372","1.3432699"
"191","103.7372043","1.3430764"
"191","103.7368347","1.3432417"
"191","103.7367953","1.3432708"
"191","103.7367796","1.3433855"
"191","103.7367515","1.3434844"
"191","103.7367105","1.3435895"
"191","103.7369229","1.3439464"
"191","103.7371465","1.3439511"
"191","103.7371571","1.3435939"
"191","103.7372797","1.3435834"
"191","103.7372753","1.3439756"
"191","103.7372102","1.3439818"
"191","103.7371772","1.3440001"
"191","103.7371562","1.3440395"
"191","103.7371574","1.3440874"
"191","103.736905","1.344087"
"191","103.7368124","1.3440316"
"192","103.7427967","1.3368101"
"192","103.7427919","1.3366867"
"192","103.7431534","1.3366727"
"192","103.7431582","1.3367961"
"192","103.7427967","1.3368101"
"193","103.7423918","1.3372627"
"193","103.7423918","1.3370698"
"193","103.7425097","1.3370698"
"193","103.7425097","1.3372627"
"193","103.7423918","1.3372627"
"194","103.7428694","1.3395576"
"194","103.7431057","1.3393791"
"194","103.743458","1.3398451"
"194","103.7432217","1.3400236"
"194","103.7428694","1.3395576"
"195","103.7437489","1.3363966"
"195","103.7439982","1.3361279"
"195","103.7440487","1.3361748"
"195","103.7441072","1.3361118"
"195","103.7444655","1.336444"
"195","103.7441181","1.3368184"
"195","103.7437612","1.3364875"
"195","103.7438009","1.3364448"
"195","103.7437489","1.3363966"
"196","103.7437478","1.3379456"
"196","103.7437516","1.3377928"
"196","103.7445615","1.3378131"
"196","103.7445577","1.3379659"
"196","103.7437478","1.3379456"
"197","103.7425716","1.3369431"
"197","103.7425732","1.3369038"
"197","103.7424159","1.3369005"
"197","103.7424164","1.3368169"
"197","103.7424894","1.3368168"
"197","103.742495","1.3366613"
"197","103.7425769","1.336666"
"197","103.7425743","1.3367402"
"197","103.7427549","1.3367494"
"197","103.7427517","1.3368297"
"197","103.7426583","1.3368278"
"197","103.7426553","1.3369395"
"197","103.7426894","1.3369426"
"197","103.7426779","1.3373194"
"197","103.7425411","1.3373176"
"197","103.7425507","1.3369411"
"197","103.7425716","1.3369431"
"198","103.7448201","1.339305"
"198","103.7453494","1.3389319"
"198","103.7455018","1.339148"
"198","103.7449725","1.3395211"
"198","103.7448201","1.339305"
"199","103.7417202","1.3379815"
"199","103.7422246","1.3375704"
"199","103.7422139","1.3374688"
"199","103.7423373","1.3374581"
"199","103.742348","1.3376187"
"199","103.7417955","1.3380745"
"199","103.7417202","1.3379815"
"200","103.7431849","1.3389872"
"200","103.7430652","1.3388294"
"200","103.7432921","1.3386533"
"200","103.7433625","1.3387518"
"200","103.7434659","1.3386813"
"200","103.7436177","1.3388777"
"200","103.743456","1.3390031"
"200","103.7433943","1.3389116"
"200","103.7434622","1.3388563"
"200","103.7434186","1.3387962"
"200","103.7432922","1.3387932"
"200","103.7432313","1.3388427"
"200","103.7432798","1.3389152"
"200","103.7431849","1.3389872"
"201","103.7431377","1.3391167"
"201","103.7432419","1.3390357"
"201","103.7437966","1.3397493"
"201","103.7436923","1.3398302"
"201","103.7431377","1.3391167"
"202","103.7442105","1.3386069"
"202","103.7442105","1.3383978"
"202","103.7443442","1.3383951"
"202","103.7443446","1.3384675"
"202","103.7444734","1.3382959"
"202","103.7444063","1.338294"
"202","103.7444106","1.3381594"
"202","103.7446204","1.3381673"
"202","103.7446178","1.3384383"
"202","103.7445281","1.338436"
"202","103.7445324","1.3383549"
"202","103.7444327","1.3384999"
"202","103.7444948","1.3384943"
"202","103.7444943","1.3386097"
"202","103.7442105","1.3386069"
"203","103.7421913","1.3386865"
"203","103.7430312","1.3380733"
"203","103.7431151","1.3381882"
"203","103.7422753","1.3388014"
"203","103.7421913","1.3386865"
"204","103.7425553","1.3374479"
"204","103.7426519","1.3374426"
"204","103.742727","1.337523"
"204","103.7432265","1.3375244"
"204","103.743226","1.3376356"
"204","103.7426983","1.3376356"
"204","103.7426143","1.3376086"
"204","103.7425553","1.3375498"
"204","103.7425553","1.3374479"
"205","103.7436456","1.3384245"
"205","103.7436451","1.3381082"
"205","103.7438387","1.3381081"
"205","103.7438434","1.3382883"
"205","103.7437743","1.3382851"
"205","103.7439192","1.3384459"
"205","103.7439208","1.3383741"
"205","103.7440742","1.3383792"
"205","103.7440734","1.3385881"
"205","103.7437851","1.3385854"
"205","103.7437845","1.3384891"
"205","103.7438513","1.3384891"
"205","103.7437356","1.3383595"
"205","103.7437361","1.3384277"
"205","103.7436456","1.3384245"
"206","103.7430588","1.336441"
"206","103.7429024","1.3364374"
"206","103.7429032","1.3363523"
"206","103.7429749","1.336354"
"206","103.7429804","1.3361978"
"206","103.7430625","1.3362016"
"206","103.7430591","1.3362769"
"206","103.7432399","1.3362851"
"206","103.7432377","1.3363666"
"206","103.7431434","1.336364"
"206","103.7431391","1.3365346"
"206","103.7430565","1.3365303"
"206","103.7430588","1.336441"
"207","103.7429102","1.3394706"
"207","103.7429985","1.339398"
"207","103.7428494","1.3392042"
"207","103.7428687","1.3390425"
"207","103.7430944","1.3388827"
"207","103.7430177","1.3387852"
"207","103.7427474","1.3389736"
"207","103.742726","1.339231"
"207","103.7429102","1.3394706"
"208","103.7418687","1.3382736"
"208","103.7424802","1.3377963"
"208","103.7428074","1.337807"
"208","103.742904","1.3378713"
"208","103.7429798","1.3379569"
"208","103.7428723","1.3380487"
"208","103.7427829","1.3379554"
"208","103.7425667","1.3379309"
"208","103.7419675","1.3383865"
"208","103.7418687","1.3382736"
"209","103.7437909","1.3376951"
"209","103.7437923","1.3374111"
"209","103.7445485","1.337415"
"209","103.744547","1.337699"
"209","103.7437909","1.3376951"
"210","103.7415654","1.3378204"
"210","103.7415253","1.3376461"
"210","103.7415146","1.3374533"
"210","103.7415414","1.3373085"
"210","103.7415951","1.3371959"
"210","103.7416648","1.337094"
"210","103.7417238","1.337153"
"210","103.7423729","1.3371476"
"210","103.7423712","1.3372582"
"210","103.7417229","1.3372633"
"210","103.7416589","1.3373676"
"210","103.7416433","1.3374855"
"210","103.7416541","1.3376407"
"210","103.7416863","1.3377909"
"210","103.7415654","1.3378204"
"211","103.7460143","1.3384991"
"211","103.7460207","1.3382307"
"211","103.7462427","1.3382327"
"211","103.7462397","1.3383733"
"211","103.7461709","1.3383701"
"211","103.7462997","1.3385042"
"211","103.7462997","1.3384076"
"211","103.746433","1.3384105"
"211","103.7464265","1.3386437"
"211","103.7461487","1.3386357"
"211","103.7461532","1.338537"
"211","103.7462085","1.3385364"
"211","103.7461119","1.3384345"
"211","103.7461087","1.3385015"
"211","103.7460143","1.3384991"
"212","103.7465813","1.3377291"
"212","103.7465831","1.3374294"
"212","103.7471999","1.337433"
"212","103.7471982","1.3377327"
"212","103.7465813","1.3377291"
"213","103.7465809","1.3384871"
"213","103.7465793","1.3383591"
"213","103.7470702","1.3383586"
"213","103.7470686","1.3379273"
"213","103.7472021","1.3379293"
"213","103.7472038","1.3383719"
"213","103.7470822","1.3384824"
"213","103.7465809","1.3384871"
"214","103.7457042","1.3381931"
"214","103.7457096","1.337925"
"214","103.745811","1.3379254"
"214","103.745892","1.337866"
"214","103.7458237","1.3378688"
"214","103.7458292","1.3377531"
"214","103.7461173","1.3377587"
"214","103.7461158","1.3380084"
"214","103.7459722","1.3380056"
"214","103.7459736","1.3379149"
"214","103.745861","1.337987"
"214","103.7458598","1.3380698"
"214","103.7459207","1.3380702"
"214","103.7459193","1.3381994"
"214","103.7457042","1.3381931"
"215","103.7461872","1.3379625"
"215","103.7461843","1.3378312"
"215","103.7469969","1.3378127"
"215","103.7469999","1.3379441"
"215","103.7461872","1.3379625"
"216","103.7433528","1.340116"
"216","103.7435817","1.3403869"
"216","103.7437715","1.3403838"
"216","103.744046","1.3401727"
"216","103.7439711","1.3400788"
"216","103.7437448","1.340255"
"216","103.7436331","1.3402612"
"216","103.7434518","1.3400382"
"216","103.7433528","1.340116"
"217","103.7443715","1.3391209"
"217","103.7445321","1.3393226"
"217","103.744693","1.3391885"
"217","103.7446262","1.3391001"
"217","103.7445876","1.3391306"
"217","103.7445543","1.3391567"
"217","103.7445961","1.3389682"
"217","103.7446447","1.3390276"
"217","103.7447423","1.338947"
"217","103.7446085","1.3387961"
"217","103.7444087","1.3389579"
"217","103.7444722","1.339036"
"217","103.7443715","1.3391209"
"218","103.7439543","1.3400189"
"218","103.7440734","1.3401613"
"218","103.7442745","1.3399964"
"218","103.7441957","1.3398904"
"218","103.7443032","1.339796"
"218","103.7441432","1.3395821"
"218","103.7439751","1.3397074"
"218","103.7440734","1.3398342"
"218","103.744126","1.3397802"
"218","103.7441151","1.3399924"
"218","103.7440588","1.3399248"
"218","103.7439543","1.3400189"
"219","103.7446969","1.3380029"
"219","103.7446846","1.337773"
"219","103.7449655","1.3377629"
"219","103.7449711","1.337876"
"219","103.744895","1.3378778"
"219","103.7450132","1.3379833"
"219","103.7450078","1.337916"
"219","103.7451327","1.3379166"
"219","103.7451427","1.3381878"
"219","103.7449096","1.3382007"
"219","103.7449011","1.3380566"
"219","103.7449855","1.3380525"
"219","103.7448369","1.337917"
"219","103.744842","1.3379992"
"219","103.7446969","1.3380029"
"220","103.7454911","1.3389329"
"220","103.7456291","1.3390995"
"220","103.7458187","1.3389599"
"220","103.7457746","1.3389001"
"220","103.7457465","1.3389232"
"220","103.7457153","1.3388817"
"220","103.7457454","1.3387804"
"220","103.7457923","1.3388443"
"220","103.7458812","1.3387746"
"220","103.7457203","1.3385578"
"220","103.7455433","1.3386972"
"220","103.745613","1.3387884"
"220","103.7456828","1.3387294"
"220","103.7456452","1.3388689"
"220","103.7456015","1.3389061"
"220","103.7455729","1.3388695"
"220","103.7454911","1.3389329"
"221","103.7449773","1.3387648"
"221","103.7448593","1.33862"
"221","103.7451007","1.3384323"
"221","103.7451654","1.3385171"
"221","103.7452724","1.3384323"
"221","103.745432","1.3386527"
"221","103.7452851","1.33877"
"221","103.7452112","1.3386748"
"221","103.7452679","1.3386295"
"221","103.7452146","1.3385655"
"221","103.7451007","1.338561"
"221","103.745031","1.3386146"
"221","103.745081","1.3386818"
"221","103.7449773","1.3387648"
"222","103.7443202","1.3395875"
"222","103.744507","1.3398123"
"222","103.7445936","1.3397364"
"222","103.7445266","1.3396571"
"222","103.744704","1.339648"
"222","103.7446455","1.3397"
"222","103.7447007","1.3397607"
"222","103.7448934","1.3396033"
"222","103.7447654","1.3394427"
"222","103.744678","1.3395172"
"222","103.7447141","1.3395658"
"222","103.7446742","1.3395982"
"222","103.7445472","1.3396084"
"222","103.7445144","1.3395655"
"222","103.744567","1.3395231"
"222","103.7444992","1.3394426"
"222","103.7443202","1.3395875"
"223","103.7446546","1.3402391"
"223","103.7456273","1.3395418"
"223","103.7463153","1.340501"
"223","103.7453426","1.3411983"
"223","103.7446546","1.3402391"
"224","103.7390902","1.3414806"
"224","103.7387951","1.3409121"
"224","103.7387683","1.3406815"
"224","103.7387897","1.3402525"
"224","103.7389721","1.3398449"
"224","103.7392779","1.3395714"
"224","103.739545","1.339496"
"224","103.7403609","1.3395634"
"224","103.7403417","1.3412786"
"224","103.739799","1.3412841"
"224","103.7395241","1.341307"
"224","103.7394067","1.3413358"
"224","103.7390902","1.3414806"
"225","103.7463164","1.3419866"
"225","103.7464161","1.3419284"
"225","103.746521","1.342108"
"225","103.7469705","1.3418457"
"225","103.7468797","1.3416904"
"225","103.7469846","1.3416292"
"225","103.747131","1.34188"
"225","103.746477","1.3422617"
"225","103.7463164","1.3419866"
"226","103.7472706","1.3418185"
"226","103.7471365","1.3415986"
"226","103.747689","1.3412715"
"226","103.7477963","1.3415021"
"226","103.7472706","1.3418185"
"227","103.7478017","1.3413251"
"227","103.7479036","1.3412661"
"227","103.7479519","1.3411588"
"227","103.7476778","1.3406248"
"227","103.7477856","1.3405743"
"227","103.7480774","1.3411532"
"227","103.7479787","1.3413573"
"227","103.7478607","1.341427"
"227","103.7478017","1.3413251"
"228","103.7456425","1.3423868"
"228","103.7461647","1.3420919"
"228","103.7463015","1.3423339"
"228","103.7457793","1.3426288"
"228","103.7456425","1.3423868"
"229","103.7449359","1.3422194"
"229","103.7450256","1.3421488"
"229","103.745419","1.3426528"
"229","103.7455401","1.3426602"
"229","103.7456318","1.342594"
"229","103.7456962","1.3426798"
"229","103.7455504","1.3427783"
