obstacle,vertX,vertY
224,484.41718,408.15036
224,482.13907,217.4373
224,421.3971,216.8084
224,391.02615,214.25696
224,378.1185,211.06479
224,342.43262,194.94957
225,1145.7443,138.67664
225,1157.132,145.19125
225,1168.5237,125.18397
225,1163.2086,108.107635
225,1145.7443,138.67664
228,1071.3354,94.19949
228,1129.0402,126.98761
228,1144.2256,100.08543
228,1086.5208,67.2853
228,1071.3354,94.19949
229,992.3709,112.8067
229,1002.24286,120.65094
229,1047.0386,64.62712
229,1059.9462,63.796528
229,1069.0583,71.14209
229,1076.6501,61.60106
229,1060.7054,50.671577
229,1040.2051,52.083687
229,992.3709,112.8067
231,963.5187,187.18854
231,1017.42725,226.71716
231,1035.652,201.20386
231,981.7431,161.68681
231,963.5187,187.18854
232,921.7587,271.88254
232,912.64746,282.017
232,897.462,269.52112
232,893.6686,245.64572
232,939.9812,183.0351
232,958.9631,197.34657
232,951.3727,206.99496
232,942.2615,199.768
232,907.3356,248.62433
232,909.61035,262.6976
232,921.7587,271.88254
233,960.4846,250.89084
233,979.4636,264.3471
233,992.37396,246.77293
233,984.0192,240.66077
233,980.98486,245.01674
233,978.7043,225.93396
233,984.01917,230.1111
233,990.85266,220.57013
233,971.8708,207.38596
233,960.48157,223.96411
233,968.8337,231.27411
233,971.87085,227.72588
233,973.3922,245.81166
233,968.07434,241.74063
233,960.4846,250.89084
234,1141.9521,379.49274
234,1158.6526,393.43515
234,1167.7675,383.64612
234,1162.4524,379.19617
234,1177.638,377.9976
234,1173.0823,384.5124
234,1182.9495,391.99942
234,1196.6198,373.21503
234,1177.6343,358.9144
234,1170.0452,368.2192
234,1176.1193,372.56235
234,1160.934,374.1051
234,1166.2487,368.38528
234,1157.1339,360.70636
234,1141.9521,379.49274
235,1179.9119,213.78229
235,1198.1345,226.52728
235,1198.8937,214.60101
235,1198.1344,209.04729
235,1193.5787,195.53082
235,1179.9119,213.78229
236,936.9442,270.66034
236,923.28076,286.75287
236,943.78125,304.64822
236,950.6146,295.66495
236,946.05896,291.49976
236,961.2444,291.49957
236,957.44806,296.23465
236,964.2816,302.50024
236,978.7075,286.07648
236,962.7595,270.88577
236,955.1668,280.73535
236,958.2039,284.9718
236,945.2963,285.56516
236,949.85187,280.91342
236,936.9442,270.66034
237,1141.9507,254.5455
237,1157.893,233.08969
237,1175.3586,247.98315
237,1167.7635,258.2713
237,1162.4512,255.73224
237,1165.4832,273.662
237,1170.0414,267.96658
237,1178.3907,276.6287
237,1165.4885,292.70972
237,1144.2233,276.62866
237,1150.3003,268.28702
237,1157.1311,272.4635
237,1154.8584,255.73232
237,1150.3003,261.6652
237,1141.9507,254.5455
238,1096.3917,207.44536
238,1083.484,224.7353
238,1103.2251,239.92503
238,1110.0586,228.55646
238,1104.7437,224.73537
238,1119.1699,222.36205
238,1116.1329,226.81206
238,1124.4847,233.68292
238,1138.1517,217.00998
238,1122.209,200.88315
238,1111.5771,211.42076
238,1117.6514,216.38107
238,1103.2252,219.37167
238,1106.2621,215.32498
238,1096.3917,207.44536
239,1198.1383,383.95453
239,1198.1383,383.95453
241,1165.4862,437.62762
241,1157.1343,445.40033
241,1165.4863,453.1376
241,1172.3197,445.30557
241,1165.4862,437.62762
242,1062.9851,158.75566
242,1048.5574,176.11673
242,1059.9465,184.45906
242,1063.7428,178.22893
242,1066.0206,192.78976
242,1061.4651,189.47878
242,1053.113,199.34023
242,1070.5764,212.8092
242,1086.521,193.73903
242,1076.6504,186.51205
242,1072.8541,191.62665
242,1071.3356,178.83414
242,1075.1318,181.44499
242,1080.4487,174.70479
242,1062.9851,158.75566
243,1132.078,396.75787
243,1149.5415,409.59784
243,1141.9525,419.8523
243,1134.3597,417.94177
243,1137.397,428.50336
243,1142.7119,424.21936
243,1152.5824,431.88547
243,1138.1525,448.60434
