obstacle,vertX,vertY
243,1119.9297,435.02884
243,1129.8042,423.81592
243,1116.8927,413.78702
243,1132.078,396.75787
244,1047.0399,114.337814
244,1031.8531,131.58022
244,1050.8335,145.09634
244,1058.4279,136.06584
244,1053.1129,132.55325
244,1068.2985,128.95749
244,1065.2614,132.51761
244,1075.1317,139.9701
244,1088.8,124.15164
244,1071.3365,108.67717
244,1062.9847,117.30452
244,1070.5776,123.07178
244,1050.8351,127.794754
244,1055.392,122.06314
244,1047.0399,114.337814
246,974.1484,139.98204
246,1016.6698,173.9929
246,1037.9274,147.76672
246,1027.2976,139.86339
246,1012.8732,157.74696
246,989.3339,138.21385
246,998.44525,127.18945
246,990.8538,120.57967
246,974.1484,139.98204
247,1198.8938,263.52832
247,1185.2269,283.19177
247,1198.8938,263.52832
248,1134.3553,147.4699
248,1119.9308,164.26192
248,1132.0792,172.8418
248,1135.1163,167.4778
248,1136.633,182.22815
248,1131.3181,177.60008
248,1124.4849,185.99007
248,1144.228,199.68471
248,1158.652,182.40617
248,1148.0239,173.66042
248,1142.7072,179.99718
248,1142.709,166.90823
248,1145.746,169.87491
248,1153.3387,160.91554
248,1134.3553,147.4699
249,1086.521,149.45181
249,1101.7081,159.61006
249,1108.5398,150.61472
249,1094.1136,140.42107
249,1086.521,149.45181
251,777.49603,124.06865
251,781.29236,14.999893
251,838.238,15.593178
251,835.96014,105.02222
251,777.49603,124.06865
252,835.20154,270.66025
252,886.0766,298.09775
252,901.25836,280.8065
252,889.8692,271.2537
252,889.113,244.41145
252,927.83276,193.14572
252,921.7586,188.37524
252,929.3514,181.20761
252,922.52,174.6338
252,927.8348,165.1165
252,920.24194,157.94875
252,835.20154,270.66025
254,262.70865,81.51384
254,254.35664,67.80755
254,305.228,38.579357
254,301.43164,33.82074
254,306.74652,30.308117
254,310.54294,35.37528
254,321.17273,29.062119
254,328.76547,41.700363
254,394.8223,42.780285
254,394.82053,58.290054
254,323.44852,57.091366
254,323.45053,46.648876
254,262.70865,81.51384
255,441.1379,146.1411
255,434.30103,136.00569
255,444.93427,129.63419
255,498.08337,130.00209
255,503.4009,112.74817
255,510.22968,97.85417
255,520.10046,88.313286
255,533.01,77.56215
255,542.1194,90.69859
255,533.0079,99.05273
255,525.41724,107.97704
255,518.5838,119.44052
255,516.30304,134.23785
255,514.02814,146.7463
255,441.1379,146.1411
256,871.64624,1.7326462
256,873.16455,12.887366
256,897.4615,12.697574
256,897.46155,1.9342985
256,871.64624,1.7326462
257,173.11432,146.88867
257,205.75871,91.456375
257,204.24022,88.86943
257,208.04095,83.85164
257,209.55528,87.24381
257,214.87029,86.72179
257,214.11107,84.56203
257,229.30063,83.982155
257,239.16687,101.74512
257,229.30055,121.16121
257,239.16599,138.21098
257,241.44386,136.84637
257,246.76385,146.49709
257,228.53593,145.31882
257,226.26346,148.21776
257,220.94855,148.33643
257,219.42453,145.69836
257,201.20181,145.40125
257,196.64606,151.54796
257,181.4605,151.35764
257,183.74416,146.78186
257,173.11432,146.88867
258,164.76231,147.33961
258,201.2031,88.905
258,149.57689,84.1127
258,134.38568,101.42221
258,98.699615,102.025604
258,91.877846,116.32679
258,111.613174,158.66063
258,124.52081,158.06729
258,137.42847,162.84966
258,145.78049,165.8164
258,164.76231,168.795
258,186.02196,160.45255
258,186.01616,152.10536
258,166.27496,150.33661
258,164.76231,147.33961
259,235.3748,82.866646
259,249.80098,74.405556
259,262.70483,95.11195
259,260.42697,96.50033
259,261.9454,100.356964
259,257.39374,103.72871
259,269.54205,124.389
259,254.35661,132.70773
259,241.44896,108.79588
259,249.04172,104.14404
259,235.3748,82.866646
260,434.30444,127.438835
260,411.52374,91.58832
260,428.23032,81.89358
260,451.00842,117.73166
260,434.30444,127.438835
261,893.66516,21.170498
261,893.6655,28.11273
261,884.5543,28.171923
261,884.5544,35.39894
261,892.14716,35.351437
261,892.14667,46.458817
261,901.258,46.399498
261,901.258,55.810066
261,912.64703,55.714985
261,912.6471,47.277676
261,920.23975,47.206573
261,920.23975,20.897554
261,893.66516,21.170498
262,722.8285,82.94973
262,750.9216,64.152596
262,745.6058,57.293457
262,753.19855,52.534832
262,751.68097,17.717327
262,747.8842,19.99582
262,747.8845,26.356403
262,668.9196,25.20541
262,668.92004,37.630005
262,740.2918,38.29463
262,740.2918,32.23058
262,743.32886,32.01692
262,743.32886,38.46077
262,747.8845,39.13715
262,747.8845,45.96059
262,727.38416,60.272144
262,725.8647,54.65895
262,691.69824,61.47061
262,695.49457,79.81691
262,700.8095,78.74892
262,700.0502,70.394646
262,723.58777,65.26807
262,715.2357,72.1865
262,722.8285,82.94973
263,873.1647,41.4512
263,873.1646,29.074009
263,899.7393,29.263958
263,899.73926,41.617348
263,873.1647,41.4512
264,574.76733,138.40321
264,568.6958,129.56303
264,577.0479,121.58839
264,618.04865,121.99199
264,618.0508,112.14274
264,671.19977,112.75982
264,671.19775,128.2221
264,621.08575,128.24585
264,621.0832,137.72693
264,574.76733,138.40321
265,738.77325,0.047514454
265,691.69836,25.668137
265,668.92004,25.668201
265,652.21606,2.9429452
265,652.2158,15.474402
265,671.1977,15.474422
265,671.9572,18.678469
265,674.9943,20.909483
265,678.7907,19.117538
265,679.54974,15.557522
265,689.4202,15.130274
265,689.4205,5.102718
265,659.80884,5.3400903
265,674.9939,22.108078
265,686.383,20.933298
265,679.5498,8.401834
265,727.3839,16.079529
265,732.6991,3.5480685
265,736.4955,6.514882
265,725.1064,26.213976
265,719.7922,41.664646
265,723.58856,42.863304
265,728.9033,29.168882
265,733.4589,29.16885
265,738.01447,28.56361
265,741.0516,26.87846
265,743.3289,22.986177
265,750.9217,23.460781
265,755.47736,20.612791
265,759.27344,16.00835
265,759.2737,11.866865
265,759.2737,5.0315857
265,760.79224,0.9492341
265,760.7921,5.340108
265,759.2734,13.765721
265,747.8843,19.734716
265,743.3288,8.401798
265,743.32886,4.2247195
265,738.77325,0.047514454
266,252.83305,139.58777
266,268.0235,131.18875
266,359.89563,131.8296
266,364.45474,116.39179
266,372.04102,101.42571
266,379.63412,89.49964
266,393.3037,79.35409
266,405.44952,91.884964
266,391.02298,101.42584
266,385.71097,111.59646
266,381.1553,123.47525
266,375.0811,147.93297
266,260.4308,147.933
266,252.83305,139.58777
267,776.7376,35.707565
267,760.7923,54.789433
267,777.4974,70.29962
267,797.2374,47.040375
267,789.6453,41.664654
267,794.2008,36.288982
267,794.20026,0.64087033
267,786.60754,0.8901075
267,786.60736,9.102058
267,761.5514,8.401785
267,761.5521,32.123714
267,771.4226,32.40846
267,771.4221,26.21392
267,783.5705,26.344492
267,782.05237,31.803223
267,779.77466,38.199627
267,776.7376,35.707565
268,857.9793,27.673664
268,858.7386,21.514725
268,871.6462,21.336624
268,870.88684,27.863508
268,857.9793,27.673664
269,555.029,63.60668
269,548.19556,49.841103
269,561.1032,43.895767
269,574.01086,40.584877
269,586.9185,39.410084
269,600.58545,40.584858
269,613.49304,45.379143
269,624.123,51.324432
269,633.9923,57.293404
269,643.10474,66.2412
269,649.1789,73.384964
269,656.77,90.10533
269,643.86224,96.0624
269,637.7898,82.93791
269,631.7156,76.04318
269,624.12286,69.23159
269,617.2894,64.47297
269,607.4189,59.690628
269,596.78796,56.498318
269,585.3988,55.78631
269,577.04675,56.66448
269,564.8983,59.097153
269,555.029,63.60668
270,408.48758,55.73871
270,408.48923,41.973316
270,464.67548,42.222496
270,464.67548,36.265327
270,471.50894,36.265366
270,469.99036,42.41242
270,513.2689,42.614124
270,529.2137,62.514954
270,515.54675,73.325676
270,503.39706,57.340797
270,408.48758,55.73871
271,551.99005,84.51597
271,567.17737,75.60411
271,586.91846,109.757164
271,571.7329,118.64544
271,551.99005,84.51597
272,901.2579,8.045667
272,911.8877,7.93898
272,911.8877,28.575596
272,899.7393,28.468695
272,901.2579,8.045667
299,1194.3387,104.16772
299,1070.5764,34.53258
299,1052.3538,27.614202
299,1042.4828,26.249487
299,1032.6125,29.192568
299,1031.8529,26.747921
299,1034.1307,25.228998
299,1032.6122,19.734568
299,1027.2974,10.656413
299,957.44403,29.074036
299,948.33276,36.656963
299,936.94293,55.774494
299,943.01776,60.687492
299,947.5735,64.86468
299,958.96185,53.697758
299,968.8332,45.545315
299,1039.4457,5.0554852
299,1050.8348,3.4769218
299,1078.9279,18.903894
336,908.8524,826.35175
336,962.76746,891.4707
336,973.3972,895.1494
336,984.02716,893.5117
336,991.62,887.75604
336,999.96594,870.60315
336,1015.14545,841.4176
336,958.96484,784.90027
336,908.8524,826.35175
424,1170.0398,385.2952
424,1180.6697,385.56802
424,1190.5436,373.3107
424,1177.6324,414.8082
424,1177.6323,431.22034
424,1181.4255,361.6077
424,1166.2435,378.4244
424,1170.0398,385.2952
425,1158.6469,401.17197
425,1152.5765,390.37415
425,1103.983,427.3515
425,1104.738,446.14722
425,1117.6456,445.57764
425,1117.6499,434.51926
425,1158.6469,401.17197
426,551.232,467.85324
426,639.30774,425.71393
426,633.2336,413.396
426,545.9171,455.5236
426,551.232,467.85324
427,740.291,453.57745
427,738.77234,468.07883
427,763.0692,470.28613
427,776.7361,450.30215
427,751.68024,415.11673
427,740.29114,423.16257
427,761.55066,451.69052
427,760.79144,455.55927
427,740.291,453.57745
428,641.5856,423.47104
428,640.8209,409.7613
428,734.9712,402.90295
428,746.3653,414.80814
428,738.01324,420.5043
428,732.69836,415.1168
428,718.2723,419.00916
428,641.5856,423.47104
429,501.12012,379.90756
429,505.66998,395.05713
429,589.19586,368.1831
429,583.1164,353.0851
429,501.12012,379.90756
430,694.7304,316.03775
430,700.0498,330.7785
430,782.0514,304.04236
430,776.73645,289.29178
430,694.7304,316.03775
431,510.23154,297.8359
431,545.9174,286.4555
431,541.357,272.99606
431,526.93555,277.25867
431,521.62067,261.30954
431,488.20767,272.10568
431,492.76312,284.186
431,503.39307,280.47177
431,510.23154,297.8359
432,447.21176,389.05692
432,484.41608,377.71213
432,479.8605,364.27878
432,466.95282,368.5865
432,461.63223,352.6211
432,426.71136,363.38876
432,431.27292,375.37946
432,443.42123,371.68863
432,447.21176,389.05692
433,597.5427,348.84882
433,600.58496,363.70923
433,684.1051,336.9374
433,679.5495,322.05627
433,597.5427,348.84882
434,479.86057,342.53857
434,515.5464,331.26498
434,512.504,318.04196
434,498.08313,322.32922
434,493.52753,306.35635
434,459.35468,317.06836
434,462.39728,328.89163
434,474.54565,325.18915
434,479.86057,342.53857
435,561.857,315.63345
435,567.17694,330.68356
435,650.6971,303.8406
435,645.3822,288.80518
435,561.857,315.63345
436,549.7137,335.7626
436,538.32465,295.7948
436,525.417,299.74652
436,536.04675,339.70242
436,549.7137,335.7626
437,854.17804,352.2085
437,881.51624,305.64438
437,895.1794,313.64145
437,869.3634,360.17114
437,854.17804,352.2085
438,577.80695,262.27075
438,579.3298,245.57585
438,652.2157,247.67444
438,674.9938,309.07388
438,659.8038,313.56934
438,643.85956,263.47946
438,577.80695,262.27075
439,719.7911,259.4939
439,720.55396,243.97327
439,797.9995,243.51013
439,810.14075,282.14658
439,794.95905,286.93018
439,786.6072,260.69244
439,719.7911,259.4939
440,553.5053,283.4982
440,581.5987,273.62524
440,575.5291,259.5176
440,548.94977,269.40045
440,553.5053,283.4982
441,818.4964,363.67368
441,850.38574,380.37048
441,857.97864,366.79462
441,830.6405,352.36264
441,812.42236,298.99893
441,797.99615,305.22903
441,818.4964,363.67368
442,731.18,339.38202
442,772.1808,327.0285
442,783.5653,357.29907
442,734.9716,357.8803
442,731.18,339.38202
443,446.45236,452.54492
443,435.82257,422.2249
443,456.32297,414.99796
443,466.9468,445.34796
443,446.45236,452.54492
444,848.10834,260.8112
444,850.3861,246.48784
444,902.0166,249.0273
444,914.9242,291.2142
444,901.2573,293.59946
444,891.3836,263.27853
444,848.10834,260.8112
445,815.45575,278.87137
445,811.65955,264.79736
445,839.7563,257.44104
445,842.78986,271.53772
445,815.45575,278.87137
446,687.14215,307.59055
446,702.3277,302.5946
446,693.97577,276.64163
446,697.00885,269.49622
446,715.2354,262.0928
446,709.92053,247.42523
446,684.86444,259.3396
446,677.2676,275.45328
446,687.14215,307.59055
447,480.61966,424.74072
447,474.53964,404.3009
447,490.48447,398.92545
447,498.08298,419.35318
447,480.61966,424.74072
448,832.9227,298.2276
448,848.10815,294.1691
448,850.3859,305.06296
448,835.2005,309.08575
448,832.9227,298.2276
449,419.11856,415.33023
449,434.2981,411.6103
449,431.26105,402.49658
449,418.35928,406.24017
449,419.11856,415.33023
450,1052.3485,395.78418
450,1076.6492,378.30566
450,1032.6083,318.04446
450,1009.0739,335.5016
450,1052.3485,395.78418
451,1011.348,361.15656
451,1006.0332,351.25955
451,983.25867,367.34064
451,920.239,334.3268
451,908.84595,350.4168
451,914.9201,353.92935
451,919.47577,348.98096
451,974.1474,379.55157
451,985.5365,380.83322
451,1011.348,361.15656
452,952.88763,419.67365
452,964.2726,397.31454
452,973.38385,402.58365
452,968.83234,413.91824
452,986.29553,422.3556
452,1029.5743,391.02695
452,1037.163,401.49203
452,991.61053,436.29922
452,984.0177,436.95193
452,952.88763,419.67365
453,907.32733,353.45465
453,917.9571,359.40002
453,905.05347,384.29825
453,921.7532,391.90317
453,925.55383,381.9843
453,936.943,387.40753
453,925.5493,408.29135
453,889.1088,389.25864
453,907.32733,353.45465
454,968.83264,287.48798
454,976.42535,287.488
454,988.5738,284.80618
454,996.92267,279.80923
454,992.36707,273.89957
454,987.0553,275.7041
454,990.8486,265.75885
454,998.44135,262.7565
454,1007.55273,264.54858
454,1017.42316,271.27704
454,1024.2567,262.56668
454,1009.0742,255.07936
454,996.16656,253.9758
454,986.296,256.06436
454,976.4254,260.7874
454,979.46246,277.46048
454,968.83264,277.2231
454,968.83264,287.48798
455,1096.3905,302.10815
455,1096.3873,312.1942
455,1083.4797,310.99557
455,1072.853,319.31516
455,1094.1093,347.05887
455,1126.7614,322.38873
455,1132.8354,330.37506
455,1088.7976,363.83994
455,1057.6676,319.10147
455,1083.4829,300.92126
455,1096.3905,302.10815
456,1030.3308,280.9485
456,1039.442,280.94858
456,1048.5563,278.2556
456,1058.4241,273.19952
456,1054.6278,267.15918
456,1048.5536,268.9511
456,1050.8342,259.1855
456,1059.9454,256.195
456,1068.2975,257.98688
456,1078.9244,264.786
456,1084.2422,255.89828
456,1071.3346,248.36284
456,1057.6677,247.24721
456,1047.7971,249.32404
456,1037.9266,254.10634
456,1040.2014,270.743
456,1029.5715,270.51755
456,1030.3308,280.9485
457,1091.8322,270.45825
457,1100.9434,270.45828
457,1110.0549,267.7527
457,1119.9254,262.6619
457,1116.891,256.46802
457,1110.0575,258.22415
457,1114.6132,248.65938
457,1121.4491,245.6932
457,1131.3173,247.47282
457,1140.4285,254.29625
457,1147.2645,245.2661
457,1132.8358,237.71819
457,1119.9281,236.59079
457,1110.0576,238.67941
457,1099.4303,243.46228
457,1103.2241,260.0635
457,1091.0758,259.83804
457,1091.8322,270.45825
458,957.4434,336.2018
458,966.55115,317.11862
458,955.1658,309.95206
458,955.925,305.18167
458,966.5549,300.41098
458,958.96204,290.85825
458,946.0544,295.64062
458,935.4245,320.59674
458,951.3693,325.46216
458,948.33215,333.21127
458,957.4434,336.2018
459,1134.3541,290.85828
459,1131.3145,280.0587
459,1132.074,270.2804
459,1135.1136,261.86725
459,1144.2223,264.32324
459,1140.4258,271.7874
459,1139.6663,279.15686
459,1158.6483,279.83325
459,1157.8918,276.2501
459,1168.5189,272.98608
459,1170.0374,281.55405
459,1167.7623,291.3922
459,1166.2437,298.52426
459,1162.4473,305.98856
459,1155.6108,311.05502
459,1145.7401,316.12198
459,1140.4283,307.55487
459,1150.299,302.4048
459,1157.8917,297.12387
459,1160.1694,289.36298
459,1141.947,285.77927
459,1144.2249,291.9618
459,1135.1134,295.0353
459,1134.3541,290.85828
460,1009.0739,387.82285
460,1004.51825,381.0944
460,1016.67053,372.08862
460,1021.9815,378.85153
460,1009.0739,387.82285
464,1170.039,145.66624
464,1196.6151,124.63836
464,1176.113,154.43594
464,1170.039,145.66624
494,735.73596,157.05867
494,621.0856,12.282268
494,630.19696,12.839888
494,630.19794,40.371243
494,700.8103,38.638615
494,763.0701,89.57139
494,783.57056,90.330826
494,825.331,32.693275
494,838.238,15.557447
494,842.7934,22.962484
494,841.27515,123.27355
494,774.4589,146.37842
494,735.73596,157.05867
495,841.27515,123.27355
495,946.05493,67.90254
495,932.38727,57.222282
495,943.01746,24.706976
495,989.3336,0.1542649
495,914.9249,94.282486
495,825.331,32.693275
495,838.238,15.557447
495,842.7934,22.962484
495,841.27515,123.27355
517,162.48463,127.189514
517,173.87898,104.64554
517,125.285446,76.07009
517,111.61327,98.614
517,162.48463,127.189514
626,3.7964275,810.55756
626,145.78319,809.77386
626,132.11606,773.7461
626,126.79921,734.5856
626,127.56047,691.76935
627,110.85459,831.78735
627,109.335724,846.0515
627,110.85603,849.2909
627,116.93043,849.3858
627,119.20645,846.7872
627,119.20666,843.01355
627,125.280785,843.4645
627,125.280815,847.3449
627,126.80115,849.29083
627,131.35677,849.184
627,131.3566,851.3083
627,135.15302,854.3461
627,138.1902,854.82074
627,138.19044,853.1476
627,142.74602,856.3042
627,140.46608,858.7846
627,140.46616,861.73956
627,145.78111,865.8929
627,145.78113,873.0961
627,147.29959,875.6001
627,150.33664,875.49335
627,150.33673,881.03516
627,147.29964,880.66724
627,145.02188,882.79144
627,145.02374,887.7635
627,147.29973,890.45746
627,152.6147,890.36255
627,152.61667,892.866
627,162.48721,893.05597
627,163.2446,863.68567
627,159.44801,857.9658
627,160.20943,854.2629
627,135.15114,832.6655
627,110.85459,831.78735
631,101.74294,836.3088
631,101.74456,847.6533
631,99.465485,847.5704
631,99.46659,849.7894
631,95.67033,849.88434
631,95.67023,848.1281
631,91.11451,848.6858
631,86.558685,853.6581
631,86.55756,858.9271
631,91.87254,864.196
631,95.669075,864.0061
631,95.668884,861.50226
631,96.428406,861.13434
631,104.020966,867.51874
631,104.020905,869.2512
631,107.058105,871.7552
631,103.26178,876.6325
631,103.26156,880.157
631,100.9839,882.63715
631,95.66904,882.74396
631,93.39106,880.6909
631,91.87262,874.7931
631,85.79835,874.7931
631,83.52061,877.4751
631,81.24273,877.55817
631,76.68699,873.42847
631,75.9277,870.6397
631,78.964806,867.8035
631,75.168564,862.2379
631,71.37203,862.5228
631,70.61267,860.8614
631,69.09529,855.04663
631,71.37304,853.1002
631,75.16938,853.2902
631,75.92775,846.8229
631,73.64998,844.69867
631,73.64983,841.1742
631,78.205475,837.7091
631,81.24266,838.21936
631,83.52049,840.90125
631,88.07622,836.1189
631,88.83526,832.8199
631,91.113075,830.9805
631,95.66886,831.1585
631,98.70602,833.46063
631,98.70602,836.2731
631,101.74294,836.3088
633,63.020058,745.5981
633,12.148409,746.1558
633,17.463696,761.2861
633,19.741652,761.3099
633,19.741617,771.3612
633,7.5930576,771.21875
633,7.5930076,776.02484
633,15.185878,775.94183
633,15.185553,782.23126
633,29.611813,782.01764
633,29.61232,775.028
633,63.780098,774.60077
633,63.020058,745.5981
634,24.29678,700.6106
634,24.296919,729.3048
634,39.4824,729.1387
634,39.482548,732.90045
634,75.92767,732.4614
634,75.9278,737.6591
634,88.07626,737.42175
634,88.0762,751.3179
634,84.279686,751.3654
634,83.52056,787.251
634,43.27871,787.7375
634,43.278156,796.81573
635,2.2778666,747.73413
636,4.555921,776.0723
636,4.555771,763.8851
636,4.555921,776.0723
637,350.03152,377.70633
637,350.03156,378.28775
637,352.30942,381.15958
637,344.71075,387.4189
637,340.1609,382.299
637,337.12387,381.57513
637,334.846,379.2493
637,332.5681,375.93842
637,331.80884,372.4139
637,324.2103,363.6376
637,324.21017,338.07635
637,318.89536,338.19498
637,316.6115,275.74622
637,329.5192,275.46158
637,331.04956,298.16138
637,339.40152,298.1019
637,339.40146,286.55515
637,397.85974,285.56525
637,397.8597,280.2963
637,392.54477,280.5574
637,391.02618,271.94202
637,397.85968,271.6809
637,397.85968,267.88358
637,324.21017,263.02997
637,325.7344,253.01877
637,331.04932,253.37474
637,331.80856,248.94823
637,397.86505,253.96713
637,397.8648,236.91405
637,343.95673,234.0666
637,344.7105,224.48625
637,350.0254,224.7592
637,352.30316,215.5623
637,403.17456,227.9989
637,403.17462,307.258
637,409.2488,307.25797
637,409.24884,315.75467
637,403.17465,315.75467
637,402.41544,326.22122
637,457.8424,325.09393
637,459.36105,357.46677
637,472.26868,357.00394
637,474.54654,400.68616
637,439.61993,401.93207
637,438.86655,365.29196
637,413.05124,365.79077
637,415.32916,375.78275
637,419.12543,376.17432
637,423.68106,378.2155
637,426.7182,382.26202
637,426.71222,387.13416
637,423.67526,392.28427
637,416.84177,394.84756
637,411.5268,393.09137
637,407.7304,389.16345
637,407.73642,383.75748
637,403.1807,381.18253
637,394.82874,373.74194
637,388.74854,358.74847
637,387.99512,333.33453
637,347.75366,333.07407
637,347.74768,329.12863
637,331.80896,329.4193
637,331.8089,336.27856
637,336.36456,336.17166
637,336.35867,361.7508
637,338.64236,363.95258
637,339.39575,363.45966
637,342.4328,362.96127
637,346.99445,363.9405
637,349.2722,366.26642
637,352.30923,369.57736
637,352.30338,371.05447
637,369.76663,370.66287
637,369.77267,377.29062
637,350.03152,377.70633
638,353.8219,315.49356
638,380.39642,314.9952
638,379.64297,301.61386
638,353.82773,302.06525
638,353.8219,305.70337
638,359.13678,305.76276
638,359.13678,312.9422
638,353.82193,312.87094
638,353.8219,315.49356
639,346.9884,312.82352
639,341.67346,312.8116
639,341.6735,305.6203
639,346.9884,305.6559
639,346.9943,302.18405
639,331.0495,302.46915
639,331.80292,315.89706
639,346.9884,315.61224
639,346.9884,312.82352
642,151.85922,365.41602
642,160.96625,353.11176
642,122.24331,323.7649
642,110.85421,341.1262
642,135.15092,361.06262
642,139.70654,355.99548
642,151.85922,365.41602
643,581.60986,417.31552
643,597.5546,416.71014
643,605.1474,423.30823
643,611.22156,420.4127
643,624.1292,424.38794
643,650.6983,442.84918
643,652.2169,449.30466
643,622.6052,489.45053
643,584.6472,463.76318
643,581.60986,417.31552
652,1039.4473,599.041
652,1056.1512,598.87494
652,1057.675,628.83014
652,1040.2117,628.83026
652,1039.4473,599.041
653,1078.9346,634.9891
653,1078.9296,650.24677
653,1107.0228,650.92303
653,1107.0277,635.67725
653,1078.9346,634.9891
655,766.1093,883.3603
655,656.77924,812.3917
655,621.08765,800.45825
655,633.23584,742.0375
655,681.8352,766.4781
655,715.2316,796.2983
655,766.1093,883.3603
696,888.3582,855.2535
696,868.61127,866.7704
696,865.57416,873.6414
696,888.3582,855.2535
765,950.61017,253.2758
765,937.7028,128.60188
765,1039.4456,74.86841
765,1131.3174,206.8523
765,950.61017,253.2758
766,1152.5757,143.92183
766,1080.4464,52.00081
766,1198.892,95.04221
766,1152.5757,143.92183
781,9.870559,832.0605
781,12.148683,828.3224
781,27.334133,836.59357
781,29.612041,832.39264
781,45.556828,841.3048
781,40.24225,852.73254
781,24.297054,844.30707
781,22.019636,848.32996
781,6.833695,839.94006
781,4.5557494,844.0935
782,31.8897,875.1492
782,48.59393,884.99866
782,47.83512,889.0453
782,62.261536,897.3522
782,41.00169,895.1804
782,26.574991,886.12604
782,31.8897,875.1492
784,290.8064,889.3169
784,277.13593,884.67816
784,226.26448,876.78656
784,178.43001,844.5799
784,149.57971,816.2058
784,6.833669,814.27185
785,88.835236,577.8474
785,132.11406,598.6026
785,151.85791,628.8744
785,155.6517,671.98755
785,150.33676,746.17944
785,160.20729,787.6544
785,180.7102,811.1146
785,196.65521,823.12384
785,318.90005,820.9275
785,339.39618,785.4707
785,398.62485,726.82153
785,402.416,709.6292
785,392.5507,690.24756
785,217.15686,550.0296
786,127.560425,687.0464
786,127.55831,651.42224
786,112.37289,618.44415
786,78.964874,600.2758
787,295.36267,166.51927
787,264.98672,220.499
787,297.64127,237.94794
787,326.48785,183.96074
787,295.36267,166.51927
788,288.52414,181.51625
788,288.52414,188.51773
788,283.21472,190.85916
788,280.93143,196.01755
788,282.4556,201.17183
788,287.77045,204.57762
788,311.3078,203.41425
788,310.54306,187.93626
788,300.67258,188.13792
788,300.67255,180.92282
788,288.52414,181.51625
789,277.14072,202.3705
789,300.67255,214.3401
789,290.80197,232.68639
789,268.02377,220.7245
789,277.14072,202.3705
794,39.48427,234.32372
794,39.484173,247.99445
799,968.8402,634.9896
799,955.1735,634.98956
799,955.16766,612.8544
799,968.8346,612.85425
799,968.8402,634.9896
