xcorn,ycorn
1.3367137,103.69918
1.3333,103.69918
1.3333,103.69999
1.3367137,103.69999
1.3367137,103.69918
1.3333,103.69918
1.3298863,103.69918
1.3298863,103.69999
1.3333,103.69999
1.3333,103.69918
1.3367137,103.69999
1.3333,103.69999
1.3333,103.700806
1.3367137,103.700806
1.3367137,103.69999
1.3333,103.69999
1.3298863,103.69999
1.3298863,103.700806
1.3333,103.700806
1.3333,103.69999
103.738495,1.3324363
103.7393,1.3324363
103.7393,1.3332474
103.738495,1.3332474
103.738495,1.3324363
103.7393,1.3324363
103.74011,1.3324363
103.74011,1.3332474
103.7393,1.3332474
103.7393,1.3324363
103.738495,1.3332474
103.7393,1.3332474
103.7393,1.3340586
103.738495,1.3340586
103.738495,1.3332474
103.7393,1.3332474
103.74011,1.3332474
103.74011,1.3340586
103.7393,1.3340586
103.7393,1.3332474
