xcorn,ycorn
1.3367137,103.69918
1.3333,103.69918
1.3333,103.69999
1.3367137,103.69999
1.3367137,103.69918
1.3333,103.69918
1.3298863,103.69918
1.3298863,103.69999
1.3333,103.69999
1.3333,103.69918
1.3367137,103.69999
1.3333,103.69999
1.3333,103.700806
1.3367137,103.700806
1.3367137,103.69999
1.3333,103.69999
1.3298863,103.69999
1.3298863,103.700806
1.3333,103.700806
1.3333,103.69999
103.742226,1.3347456
103.743034,1.3347456
103.743034,1.3355569
103.742226,1.3355569
103.742226,1.3347456
103.743034,1.3347456
103.74384,1.3347456
103.74384,1.3355569
103.743034,1.3355569
103.743034,1.3347456
103.742226,1.3355569
103.743034,1.3355569
103.743034,1.3363681
103.742226,1.3363681
103.742226,1.3355569
103.743034,1.3355569
103.74384,1.3355569
103.74384,1.3363681
103.743034,1.3363681
103.743034,1.3355569
